1282596	Wobkent Rayoni	40	3	A	ADM3	UZ	Europe/Zaporozhye
786086	Sharban	4275338	2123616	P	PPLL	XK	Europe/Belgrade
786096	Shaptej	4249861	2037889	P	PPL	XK	Europe/Belgrade
786101	Capar	4245361	2154833	P	PPL	XK	Europe/Belgrade
786103	Senoc	424475	2059833	P	PPL	XK	Europe/Belgrade
786115	Samodreza	4282288	2104664	P	PPLL	XK	Europe/Belgrade
786116	Samodrazhe	4236417	2074083	P	PPL	XK	Europe/Belgrade
786126	Shalinoc	4270889	2053556	P	PPL	XK	Europe/Belgrade
786130	Salce	4275694	209475	P	PPL	XK	Europe/Belgrade
786138	Sakovica	4281306	1	P	PPL	XK	Europe/Belgrade
786140	Shajkoc	4286343	2123901	P	PPL	XK	Europe/Belgrade
786145	Shahiq	4269417	2162361	P	PPLL	XK	Europe/Belgrade
786148	Shajn II	4207083	2066028	P	PPL	XK	Europe/Belgrade
786153	Zid Sadih Aga	42365	2044778	P	PPL	XK	Europe/Belgrade
786156	Irzniq	2	2034722	P	PPL	XK	Europe/Belgrade
786162	Rzana	4305583	2100722	P	PPL	XK	Europe/Belgrade
786164	Rvatska	4317917	2068722	P	PPLL	XK	Europe/Belgrade
786168	Rusolija	4275056	2024528	T	PK	XK	Europe/Belgrade
786172	Rusinovce	4252139	2093583	P	PPL	XK	Europe/Belgrade
786173	Rusica Planina	4285583	2071639	T	MT	XK	Europe/Belgrade
786177	Runjevo	4224472	2125444	P	PPL	XK	Europe/Belgrade
786184	Rujiste	4294139	2074917	P	PPL	XK	Europe/Belgrade
786196	Ruhot	4267806	2042611	P	PPLL	XK	Europe/Belgrade
786197	Rugovska Klisura	4266667	2019972	T	GRGE	XK	Europe/Belgrade
786200	Rudoka	4192549	2077031	T	PLAT	XK	Europe/Belgrade
786204	Rudnik	4279722	2068972	P	PPL	XK	Europe/Belgrade
786211	Rudine	430275	2073917	P	PPLL	XK	Europe/Belgrade
786214	Rudice	4268083	2048944	P	PPL	XK	Europe/Belgrade
786217	Rucmanc	4306472	2091194	P	PPL	XK	Europe/Belgrade
786244	Rosa	4193667	2072472	T	MT	XK	Europe/Belgrade
786247	Ropica	4280438	2103349	P	PPL	XK	Europe/Belgrade
786249	Ramun	4264222	2040417	P	PPL	XK	Europe/Belgrade
786252	Romaja	4229167	2059389	P	PPL	XK	Europe/Belgrade
786258	Rogovo	4232944	2057972	P	PPL	XK	Europe/Belgrade
786268	Rugucice	4255556	2168306	P	PPL	XK	Europe/Belgrade
786272	Rodel	4315472	2081528	P	PPL	XK	Europe/Belgrade
786278	Rubofc	4246972	2114472	P	PPL	XK	Europe/Belgrade
786279	Roboc	4257278	2154917	P	PPL	XK	Europe/Belgrade
786298	Ribnik	2	2144222	P	PPL	XK	Europe/Belgrade
786323	Rezala	4293167	2062667	P	PPL	XK	Europe/Belgrade
786324	Rezala	4269389	2077694	P	PPLL	XK	Europe/Belgrade
786325	Revuq	4298933	2112892	P	PPLL	XK	Europe/Belgrade
786329	Retimlje	423525	2070194	P	PPL	XK	Europe/Belgrade
786330	Restelicka Reka	4196667	1	H	STM	XK	Europe/Belgrade
786331	Restelica	4194444	2066806	P	PPL	XK	Europe/Belgrade
786337	Reshka Gora	4281806	2040417	T	MT	XK	Europe/Belgrade
786350	Rep	430325	2112306	P	PPLL	XK	Europe/Belgrade
786351	Ranoc	4268111	2056806	P	PPL	XK	Europe/Belgrade
786352	Rence	4209028	2066194	P	PPL	XK	Europe/Belgrade
786363	Recicko Preslo	4288333	1	T	SDL	XK	Europe/Belgrade
786367	Recica	4235722	1	H	STM	XK	Europe/Belgrade
786371	Recica	4310194	2109333	P	PPL	XK	Europe/Belgrade
786378	Reqan	4235917	208675	P	PPL	XK	Europe/Belgrade
786379	Recane	4217417	208175	P	PPL	XK	Europe/Belgrade
786391	Ravs	4268611	2173889	T	PK	XK	Europe/Belgrade
786422	Ratkovac	4240944	2053972	P	PPL	XK	Europe/Belgrade
786423	Ratish e Eperme	42525	2037056	P	PPL	XK	Europe/Belgrade
786440	Rastavica	4249417	2032778	P	PPL	XK	Europe/Belgrade
786444	Reshtan	4235861	2079278	P	PPL	XK	Europe/Belgrade
786455	Raskovo	4272792	2109422	P	PPL	XK	Europe/Belgrade
786457	Roshkodol	4263194	201025	T	VAL	XK	Europe/Belgrade
786461	Rasince	4244333	2107556	P	PPL	XK	Europe/Belgrade
786464	Rashiq	4257389	2037694	P	PPL	XK	Europe/Belgrade
786472	Rapce	4208833	2061806	P	PPLL	XK	Europe/Belgrade
786478	Ranilug	4249222	2159889	P	PPLA2	XK	Europe/Belgrade
786480	Randubrava	4231944	2067083	P	PPL	XK	Europe/Belgrade
786481	Rancice	429925	2065694	P	PPL	XK	Europe/Belgrade
786483	Rance	4243278	2097056	P	PPL	XK	Europe/Belgrade
786485	Ramoc	4239722	2034972	P	PPLL	XK	Europe/Belgrade
786499	Rakovina	4249167	2051167	P	PPL	XK	Europe/Belgrade
786510	Rakosh	4278611	2060472	P	PPL	XK	Europe/Belgrade
786511	Rakoc	2	2041722	P	PPL	XK	Europe/Belgrade
786518	Rakitnica	4273333	2073333	P	PPLL	XK	Europe/Belgrade
786522	Rakinica	4286194	2135139	P	PPL	XK	Europe/Belgrade
786525	Raka	4230083	1	P	PPLL	XK	Europe/Belgrade
786544	Rajanovce	4253528	2154056	P	PPL	XK	Europe/Belgrade
786548	Rahovica	4242306	2123667	P	PPL	XK	Europe/Belgrade
786555	Radulloc	4264778	1	P	PPL	XK	Europe/Belgrade
786569	Stenjevac	4272861	2062056	T	MT	XK	Europe/Belgrade
786572	Radoste	4238694	2053722	P	PPL	XK	Europe/Belgrade
786575	Radashec	4272889	2125333	P	PPL	XK	Europe/Belgrade
786578	Radopolje	4288667	2058194	T	MT	XK	Europe/Belgrade
786580	Radoniq	4248333	2043333	P	PPL	XK	Europe/Belgrade
786592	Radivojce	4238083	2139194	P	PPL	XK	Europe/Belgrade
786593	Radisevska Reka	42.75	2077194	H	STM	XK	Europe/Belgrade
786594	Radisevo	4282667	2069611	P	PPL	XK	Europe/Belgrade
786606	Radevo	4257326	2105403	P	PPL	XK	Europe/Belgrade
786610	Radeska Reka	4207389	2063333	H	STM	XK	Europe/Belgrade
786612	Radesa	4205333	1	P	PPL	XK	Europe/Belgrade
786617	Radaci (Burimi)	4273611	2032222	P	PPLL	XK	Europe/Belgrade
786621	Racaj	4242083	1	P	PPL	XK	Europe/Belgrade
786626	Raca	4235083	2045167	P	PPL	XK	Europe/Belgrade
786639	Pusto Selo	4245194	2059167	P	PPL	XK	Europe/Belgrade
786640	Pustenik	421625	2126361	P	PPLL	XK	Europe/Belgrade
786648	Kodra Puljes	2	2055306	T	HLL	XK	Europe/Belgrade
786660	Prvi Tunel	4292222	2089833	P	PPL	XK	Europe/Belgrade
786667	Qafa e Prushit	4230194	2038389	T	PASS	XK	Europe/Belgrade
786670	Prugovac	4274123	2112031	P	PPLL	XK	Europe/Belgrade
786671	Prugovac	42.75	2126667	T	HLLS	XK	Europe/Belgrade
786672	Prue Potok	424425	2045139	H	STM	XK	Europe/Belgrade
786684	Propastica	4272583	2138333	P	PPLL	XK	Europe/Belgrade
786711	Prizren	4223333	2073333	A	ADM2	XK	Europe/Belgrade
786712	Prizren	4221389	2073972	P	PPLA	XK	Europe/Belgrade
786713	Komuna e Prishtines	2	2128333	A	ADM2	XK	Europe/Belgrade
786714	Pristina	4267272	2116688	P	PPLC	XK	Europe/Belgrade
786715	Pristevka	4263219	2108316	H	STM	XK	Europe/Belgrade
786726	Priluzje	4273278	2102556	P	PPL	XK	Europe/Belgrade
786731	Prilepnicka Reka	4247667	2158389	H	STM	XK	Europe/Belgrade
786732	Prilepnica	4251278	2151917	P	PPL	XK	Europe/Belgrade
786734	Prilep	425075	2031778	P	PPL	XK	Europe/Belgrade
786740	Prigoda	427525	2042944	P	PPL	XK	Europe/Belgrade
786745	Pridvorica	4306194	2079944	P	PPL	XK	Europe/Belgrade
786747	Pridvorica	4292278	2068917	P	PPL	XK	Europe/Belgrade
786779	Prepolac	4299759	2122737	P	PPL	XK	Europe/Belgrade
786782	Preoce	4259833	2112139	P	PPL	XK	Europe/Belgrade
786785	Prelovac	4273917	2089028	P	PPL	XK	Europe/Belgrade
786787	Prelez	4290583	2074917	P	PPL	XK	Europe/Belgrade
786788	Prekovce	4256667	1	P	PPLL	XK	Europe/Belgrade
786789	Prekorupje	4257583	2068972	L	RGN	XK	Europe/Belgrade
786796	Prekolluk	4250778	2033917	P	PPL	XK	Europe/Belgrade
786799	Prekale	4270472	2046417	P	PPLL	XK	Europe/Belgrade
786803	Predgata	4264611	2073139	T	HLL	XK	Europe/Belgrade
786810	Perceve	4256778	2063306	P	PPL	XK	Europe/Belgrade
786828	Pozhar	4253722	2035111	P	PPLL	XK	Europe/Belgrade
786829	Pozharan	4236583	2134028	P	PPL	XK	Europe/Belgrade
786841	Postenje	4319222	2069917	P	PPLL	XK	Europe/Belgrade
786845	Poslishte	4217889	2067139	P	PPL	XK	Europe/Belgrade
786861	Popovo	4287934	210884	P	PPL	XK	Europe/Belgrade
786865	Popovljane	2	1	P	PPL	XK	Europe/Belgrade
786868	Popovci	4308167	2079278	P	PPL	XK	Europe/Belgrade
786872	Popova Sapka	4188361	2063111	T	MT	XK	Europe/Belgrade
786877	Popovac	4239139	2029694	P	PPL	XK	Europe/Belgrade
786890	Ponoshec	4240694	2028361	P	PPL	XK	Europe/Belgrade
786892	Ponorac	4250278	2062194	P	PPL	XK	Europe/Belgrade
786899	Ponesh	4249028	2137389	P	PPLL	XK	Europe/Belgrade
786902	Palluzha	4268972	1	P	PPLL	XK	Europe/Belgrade
786903	Poluza	4245278	2056389	P	PPL	XK	Europe/Belgrade
786914	Polan	4272083	2060889	P	PPLL	XK	Europe/Belgrade
786917	Policka	4265028	2168306	P	PPLL	XK	Europe/Belgrade
786930	Poklek	426225	2091306	P	PPL	XK	Europe/Belgrade
786932	Pojatiste	4239667	2121722	P	PPL	XK	Europe/Belgrade
786940	Poglavlje	4266194	2159167	T	PK	XK	Europe/Belgrade
786949	Podujevo	2	1	A	ADM2	XK	Europe/Belgrade
786950	Podujeva	4291056	2119306	P	PPLA2	XK	Europe/Belgrade
786953	Podrima	4240111	1	T	PLN	XK	Europe/Belgrade
786962	Podi i Kodres	4245278	2124278	T	MT	XK	Europe/Belgrade
786963	Podgrage	4242917	2158278	P	PPL	XK	Europe/Belgrade
786965	Podgorc	4231778	2140833	P	PPL	XK	Europe/Belgrade
786972	Poceste	4263333	2039139	P	PPL	XK	Europe/Belgrade
786977	Pobergje	4252583	2026306	P	PPL	XK	Europe/Belgrade
786981	Pluzina	4266167	2075111	P	PPL	XK	Europe/Belgrade
786986	Pllocice	4258972	207625	P	PPL	XK	Europe/Belgrade
786993	Pljancor	4244528	2036083	P	PPL	XK	Europe/Belgrade
786995	Plitkoviq	4249472	2128667	P	PPL	XK	Europe/Belgrade
786996	Plitkovic	425025	2130111	T	PK	XK	Europe/Belgrade
786999	Plesina	4234444	2110278	P	PPL	XK	Europe/Belgrade
787004	Plemetin	427075	2104583	P	PPL	XK	Europe/Belgrade
787009	Pavllan	4265667	2036111	P	PPL	XK	Europe/Belgrade
787014	Plava	4209639	2064667	P	PPL	XK	Europe/Belgrade
787019	Planjane	4217833	1	P	PPL	XK	Europe/Belgrade
787029	Planica	4259944	2171528	T	PK	XK	Europe/Belgrade
787030	Planeja	4221333	2057806	P	PPL	XK	Europe/Belgrade
787038	Plakaonica	4307444	2071083	P	PPL	XK	Europe/Belgrade
787039	Plajnike	420775	2070611	P	PPL	XK	Europe/Belgrade
787043	Pishtane	4261444	2042056	P	PPL	XK	Europe/Belgrade
787055	Pirane	422925	206725	P	PPL	XK	Europe/Belgrade
787061	Pidiq	4231389	2152639	P	PPL	XK	Europe/Belgrade
787063	Petrusan	4234056	2045889	P	PPLL	XK	Europe/Belgrade
787068	Petrovo Selo	42245	2073611	P	PPL	XK	Europe/Belgrade
787069	Petrovo	4240667	2103056	P	PPL	XK	Europe/Belgrade
787071	Petroviq	4244944	2104056	P	PPL	XK	Europe/Belgrade
787074	Petrovce	4248667	2157917	P	PPL	XK	Europe/Belgrade
787091	Petrastica	4247639	2094361	P	PPLL	XK	Europe/Belgrade
787097	Petkoviq	4247278	2055611	P	PPL	XK	Europe/Belgrade
787105	Pestovo	4278413	210009	P	PPL	XK	Europe/Belgrade
787127	Perane	4292867	2116515	P	PPL	XK	Europe/Belgrade
787128	Pepiq	4272417	201275	P	PPL	XK	Europe/Belgrade
787136	Penduha	4284278	2115167	P	PPLL	XK	Europe/Belgrade
787148	Pecska Bistrica	425775	2057083	H	STM	XK	Europe/Belgrade
787150	Paklena	42685	2024472	T	RDGE	XK	Europe/Belgrade
787155	Peqan	4238361	2082194	P	PPL	XK	Europe/Belgrade
787156	Komuna e Pejes	4265968	2028997	A	ADM2	XK	Europe/Belgrade
787157	Pec	4265913	2028828	P	PPLA	XK	Europe/Belgrade
787171	Patriceva Cuka	4311694	2092361	T	MT	XK	Europe/Belgrade
787175	Beshtriq	4223333	2053333	T	MT	XK	Europe/Belgrade
787177	Pasoma	4288333	2095639	P	PPL	XK	Europe/Belgrade
787180	Pasji Vrh	4259816	2007856	T	MT	XK	Europe/Belgrade
787182	Pasjane	4240694	2149556	P	PPL	XK	Europe/Belgrade
787183	Pasjak	4247444	2142528	P	PPL	XK	Europe/Belgrade
787195	Paruci	4301806	2068472	P	PPL	XK	Europe/Belgrade
787197	Partesh	4240194	2143361	P	PPLA2	XK	Europe/Belgrade
787210	Paralovo	4254861	21365	P	PPLL	XK	Europe/Belgrade
787224	Papaz	4242028	2118889	P	PPLL	XK	Europe/Belgrade
787225	Papaz	4237222	2093194	P	PPL	XK	Europe/Belgrade
787227	Pantina	4283389	209025	P	PPLL	XK	Europe/Belgrade
787248	Paljabarda	4246528	2040667	P	PPL	XK	Europe/Belgrade
787250	Palivodenica	4217111	212925	P	PPL	XK	Europe/Belgrade
787268	Pagarusa	2	2074222	P	PPLL	XK	Europe/Belgrade
787270	Padine	4295972	2071528	P	PPL	XK	Europe/Belgrade
787277	Pacaj	4244472	1	P	PPL	XK	Europe/Belgrade
787278	Orzim	4270139	2038028	P	PPL	XK	Europe/Belgrade
787287	Ovcinec	4195944	2068917	T	MT	XK	Europe/Belgrade
787293	Acareve	42.65	2071667	P	PPLL	XK	Europe/Belgrade
787308	Ostrozub	4244833	1	P	PPL	XK	Europe/Belgrade
787317	Ostro Koplje	4301944	2101472	T	RDGE	XK	Europe/Belgrade
787318	Ostri Vrh	4259028	2124583	T	PK	XK	Europe/Belgrade
787339	Ostrace	4319722	2075278	P	PPL	XK	Europe/Belgrade
787349	Osojane	427175	2056556	P	PPLL	XK	Europe/Belgrade
787362	Oshlan	4280944	2087333	P	PPL	XK	Europe/Belgrade
787363	Osljak	4219389	209125	T	MT	XK	Europe/Belgrade
787372	Osek Pasa	4241111	2042444	P	PPL	XK	Europe/Belgrade
787373	Osek	4241472	2039167	P	PPL	XK	Europe/Belgrade
787380	Ruica	4286583	205475	T	MT	XK	Europe/Belgrade
787385	Arbane	4273972	2036972	P	PPLL	XK	Europe/Belgrade
787390	Orlloviq	4267154	2112366	P	PPL	XK	Europe/Belgrade
787403	Orljak	432275	2084389	T	MT	XK	Europe/Belgrade
787409	Orlate	4255139	2083528	P	PPLL	XK	Europe/Belgrade
787410	Orlane	4281778	2134333	P	PPL	XK	Europe/Belgrade
787435	Orcusa	4204222	2059889	P	PPL	XK	Europe/Belgrade
787446	Oraovica	4268833	2149806	P	PPLL	XK	Europe/Belgrade
787453	Orahovo	4293778	208975	P	PPLL	XK	Europe/Belgrade
787455	Orahovac	4238333	2061667	A	ADM2	XK	Europe/Belgrade
787456	Orahovac	4239944	2065472	P	PPLA2	XK	Europe/Belgrade
787459	Opterusa	4237167	2071556	P	PPL	XK	Europe/Belgrade
787463	Opolje	4211389	2069139	L	AREA	XK	Europe/Belgrade
787479	Okrastica	4282528	2090944	P	PPL	XK	Europe/Belgrade
787480	Okosnica	426057	2125348	P	PPL	XK	Europe/Belgrade
787483	Oklap	4254097	2124091	P	PPLL	XK	Europe/Belgrade
787484	Oklacka Glava	4290667	2050806	T	PK	XK	Europe/Belgrade
787485	Oklace	4295056	2051833	P	PPLL	XK	Europe/Belgrade
787492	Hogosht	4262583	2165111	P	PPL	XK	Europe/Belgrade
787493	Ogoska Reka	4250972	2163083	H	STM	XK	Europe/Belgrade
787504	Odevce	4253667	2156667	P	PPL	XK	Europe/Belgrade
787505	Hodonoc	4253694	2167944	P	PPL	XK	Europe/Belgrade
787519	Obrandza	4291496	2116976	P	PPLL	XK	Europe/Belgrade
787523	Oblik	4315139	2084611	T	MT	XK	Europe/Belgrade
787534	Obiliq	4268694	2107028	P	PPLA2	XK	Europe/Belgrade
787541	Novo Selo Begovo	4283306	2098667	P	PPL	XK	Europe/Belgrade
787542	Zajmovo	4259167	2055917	P	PPL	XK	Europe/Belgrade
787543	Deiq	4261139	2055861	P	PPL	XK	Europe/Belgrade
787555	Novo Selo	42785	2102028	P	PPL	XK	Europe/Belgrade
787556	Novoselle (Drinasi)	4272472	2033167	P	PPLL	XK	Europe/Belgrade
787557	Novo Selo	42.64	2125667	P	PPL	XK	Europe/Belgrade
787559	Novo Selo	4220917	2077889	P	PPL	XK	Europe/Belgrade
787582	Novo Poljance	4271222	2083472	P	PPL	XK	Europe/Belgrade
787589	Novo Brdo	426159	2143405	P	PPLA2	XK	Europe/Belgrade
787590	Novi Vrh	428325	2044333	T	PK	XK	Europe/Belgrade
787614	Malesi e Re	4228417	2079472	P	PPL	XK	Europe/Belgrade
787617	Novake	4230194	2075639	P	PPL	XK	Europe/Belgrade
787632	Nosalje	4238528	2144611	P	PPL	XK	Europe/Belgrade
787636	Nagavc	4233806	2064222	P	PPL	XK	Europe/Belgrade
787642	Nivokaz	4244139	2028889	P	PPL	XK	Europe/Belgrade
787650	Nishor	4242389	2080167	P	PPLL	XK	Europe/Belgrade
787653	Nishec	4277278	2137083	P	PPL	XK	Europe/Belgrade
787661	Nikovc	4223806	2131278	P	PPL	XK	Europe/Belgrade
787673	Nikaj	422575	2121806	P	PPL	XK	Europe/Belgrade
787679	Nevoljane	4278917	2095389	P	PPL	XK	Europe/Belgrade
787687	Nerodimka	4222556	2125611	H	STM	XK	Europe/Belgrade
787697	Neprebishte	4234167	2073889	P	PPL	XK	Europe/Belgrade
787698	Nepolje	4255333	2050972	P	PPL	XK	Europe/Belgrade
787706	Nekovce	4253528	2090389	P	PPL	XK	Europe/Belgrade
787708	Negrovc	4257917	2082639	P	PPL	XK	Europe/Belgrade
787722	Nedakovac	4279391	2100152	P	PPL	XK	Europe/Belgrade
787723	Naqafc	4217111	2130167	P	PPL	XK	Europe/Belgrade
787724	Nec	4240194	2032361	P	PPLL	XK	Europe/Belgrade
787726	Nebregosht	2	2082389	P	PPL	XK	Europe/Belgrade
787734	Nushpal	4241139	2060056	P	PPL	XK	Europe/Belgrade
787735	Nashec	4224028	2065278	P	PPLL	XK	Europe/Belgrade
787740	Kodra Naljt	4299001	2103321	T	MT	XK	Europe/Belgrade
787745	Donje Naklo	4266639	2038139	P	PPL	XK	Europe/Belgrade
787749	Nabergjan	4267682	2039629	P	PPL	XK	Europe/Belgrade
787753	Muzicane	2	2109444	P	PPL	XK	Europe/Belgrade
787754	Muzakaj	4275889	2047639	P	PPLL	XK	Europe/Belgrade
787757	Muciverc	4255528	2165722	P	PPL	XK	Europe/Belgrade
787760	Musutiste	4229667	2088944	P	PPL	XK	Europe/Belgrade
787764	Musnikovo	4217417	2089333	P	PPL	XK	Europe/Belgrade
787769	Musinac	4310167	2100056	T	PK	XK	Europe/Belgrade
787773	Murzica	4222361	2100917	H	STM	XK	Europe/Belgrade
787775	Murgulska Reka	4305778	2109028	H	STM	XK	Europe/Belgrade
787776	Murgula	4308111	210475	P	PPL	XK	Europe/Belgrade
787781	Murga	4260833	2075361	P	PPL	XK	Europe/Belgrade
787787	Muhovce	4239444	2115028	P	PPL	XK	Europe/Belgrade
787790	Talinovc i Muhaxhereve	423925	2117472	P	PPL	XK	Europe/Belgrade
787791	Muhaxherbabush	4246722	2118361	P	PPL	XK	Europe/Belgrade
787795	Mucibaba	4237472	2155278	P	PPL	XK	Europe/Belgrade
787819	Mrasor	4251306	2055361	P	PPL	XK	Europe/Belgrade
787824	Mramor	4266278	1	P	PPLL	XK	Europe/Belgrade
787829	Mozgovo	4254306	2150167	P	PPL	XK	Europe/Belgrade
787831	Movljane	4237278	2090333	P	PPL	XK	Europe/Belgrade
787832	Klina	4267194	207175	H	STM	XK	Europe/Belgrade
787838	Mosnicka Reka	4304944	2081056	H	STM	XK	Europe/Belgrade
787839	Mosnica	4308444	2085028	P	PPL	XK	Europe/Belgrade
787843	Morina	4240889	20235	P	PPLL	XK	Europe/Belgrade
787854	Molliq	4243917	2027083	P	PPL	XK	Europe/Belgrade
787860	Mokra Planina	4290083	1	T	MTS	XK	Europe/Belgrade
787865	Mojstir	4280028	2054278	P	PPL	XK	Europe/Belgrade
787873	Moglica	4234861	1	P	PPL	XK	Europe/Belgrade
787876	Mogila	4234222	2139222	P	PPL	XK	Europe/Belgrade
787882	Mocare	4257389	2159389	P	PPLL	XK	Europe/Belgrade
787884	Mlike	4202944	20645	P	PPL	XK	Europe/Belgrade
787886	Mleqan	4257028	2075472	P	PPL	XK	Europe/Belgrade
787907	Mirusa	4252722	2056194	H	STM	XK	Europe/Belgrade
787908	Mirusa	424975	2071389	P	PPL	XK	Europe/Belgrade
787913	Mirovac	4291489	2125912	P	PPL	XK	Europe/Belgrade
787915	Mirosavlje	2	2124861	P	PPLL	XK	Europe/Belgrade
787927	Mirena	4255917	2096528	P	PPL	XK	Europe/Belgrade
787931	Mirash	4244861	2122417	P	PPL	XK	Europe/Belgrade
787933	Mirace	4285944	2099499	P	PPL	XK	Europe/Belgrade
787936	Miokoviq	4319611	2083222	P	PPL	XK	Europe/Belgrade
787948	Milosevo	4272489	2108199	P	PPL	XK	Europe/Belgrade
787954	Miljeshevci	4260083	201775	T	CLF	XK	Europe/Belgrade
787960	Miljaj	4219417	2056333	P	PPLL	XK	Europe/Belgrade
787980	Milanov Vrh	4326667	2081667	T	MT	XK	Europe/Belgrade
787982	Millanoviq	4242167	2071278	P	PPL	XK	Europe/Belgrade
787983	Milanovac	4242556	2066528	T	MTS	XK	Europe/Belgrade
787986	Mikusnica	427675	2084361	P	PPL	XK	Europe/Belgrade
787992	Mihaliq	4275838	2099915	P	PPL	XK	Europe/Belgrade
788007	Zeleznicka Stanica Metohija	4262278	205825	S	RSTN	XK	Europe/Belgrade
788008	Metohija	4264389	2044528	T	PLN	XK	Europe/Belgrade
788009	Metohija	4301389	2114833	P	PPL	XK	Europe/Belgrade
788017	Mesina	4264972	2154556	P	PPLL	XK	Europe/Belgrade
788029	Turske Merdare	4293298	2123484	P	PPL	XK	Europe/Belgrade
788036	Meljenica	42955	20925	P	PPLL	XK	Europe/Belgrade
788039	Meljenicka Reka	4298139	2090806	H	STM	XK	Europe/Belgrade
788043	Mekiniqe	4315278	2078333	P	PPL	XK	Europe/Belgrade
788045	Meje	4238111	20405	P	PPL	XK	Europe/Belgrade
788051	Medvece	4230917	2070917	P	PPL	XK	Europe/Belgrade
788052	Medvedak	4308944	2098833	T	VAL	XK	Europe/Belgrade
788058	Medvece	4255167	2100639	P	PPL	XK	Europe/Belgrade
788065	Medregovac	4284778	2139778	P	PPL	XK	Europe/Belgrade
788071	Megjegji Potok	4296056	2062222	P	PPL	XK	Europe/Belgrade
788084	Mece	424575	2049972	P	PPL	XK	Europe/Belgrade
788086	Mazrek	4223417	2061333	P	PPLL	XK	Europe/Belgrade
788087	Maznik	4254333	2044972	P	PPL	XK	Europe/Belgrade
788088	Mazhiq	4292972	2094333	P	PPL	XK	Europe/Belgrade
788090	Mazgit	4268937	2109334	P	PPL	XK	Europe/Belgrade
788094	Mazap	4284653	2136551	P	PPL	XK	Europe/Belgrade
788103	Matiqan	4264555	2119826	P	PPL	XK	Europe/Belgrade
788125	Marmule	4237694	2051083	P	PPL	XK	Europe/Belgrade
788148	Marina	4270278	2080361	P	PPL	XK	Europe/Belgrade
788149	Marijash	4261417	2010167	T	MT	XK	Europe/Belgrade
788156	Marevska Reka	4266667	2148333	H	STM	XK	Europe/Belgrade
788157	Marevce	4266806	2137556	P	PPLL	XK	Europe/Belgrade
788158	Marevce	4249417	2119194	P	PPL	XK	Europe/Belgrade
788165	Maralija	4244944	2073028	P	PPL	XK	Europe/Belgrade
788171	Manisince	4256833	2141028	P	PPL	XK	Europe/Belgrade
788179	Manastirica	42135	2080611	P	PPL	XK	Europe/Belgrade
788187	Mamusa	4233083	2072694	P	PPLA2	XK	Europe/Belgrade
788199	Malo Rudare	42.91	2086083	P	PPL	XK	Europe/Belgrade
788200	Malo Ropotovo	4251972	2157639	P	PPL	XK	Europe/Belgrade
788201	Malo Ribare	4251528	21065	P	PPL	XK	Europe/Belgrade
788202	Malopoljce	4240111	2105278	P	PPL	XK	Europe/Belgrade
788208	Malo Kosovo	4288972	2123667	L	RGN	XK	Europe/Belgrade
788210	Kciqi i Vogel	4287278	2090222	P	PPL	XK	Europe/Belgrade
788215	Dubova e Vogel (Driloni i Vogel)	4272361	2035972	P	PPL	XK	Europe/Belgrade
788229	Mali Vranovac	4255694	2041556	P	PPL	XK	Europe/Belgrade
788235	Shtupeli i Vogel	4267278	2020722	P	PPLL	XK	Europe/Belgrade
788239	Malisevo	4248222	2074583	P	PPLA2	XK	Europe/Belgrade
788240	Malisevo	4245278	2150722	P	PPL	XK	Europe/Belgrade
788270	Gjurgjevik i Vogel	42645	2059028	P	PPL	XK	Europe/Belgrade
788277	Bardhi i Vogel	4261083	2103722	P	PPL	XK	Europe/Belgrade
788278	Mali Alas	4252167	2109917	P	PPL	XK	Europe/Belgrade
788284	Guri i Made	4229306	2046417	T	MT	XK	Europe/Belgrade
788296	Mala Slatina	4260611	2102811	P	PPL	XK	Europe/Belgrade
788305	Mala Reka	4236278	210525	H	STM	XK	Europe/Belgrade
788318	Mala Krusa	4230778	2065111	P	PPL	XK	Europe/Belgrade
788324	Mala Kaludra	4288861	2063778	P	PPL	XK	Europe/Belgrade
788328	Jabllanice e Vogel	427525	2033639	P	PPL	XK	Europe/Belgrade
788331	Mala Hoca	4235083	2065861	P	PPL	XK	Europe/Belgrade
788335	Mala Dobranja	4254722	2102861	P	PPL	XK	Europe/Belgrade
788346	Makovac	4270403	2122579	P	PPL	XK	Europe/Belgrade
788352	Majdevo	2	2083083	P	PPL	XK	Europe/Belgrade
788360	Majdan	4295083	20895	T	MT	XK	Europe/Belgrade
788361	Magura	4253936	2101023	P	PPL	XK	Europe/Belgrade
788376	Magera	4296667	209125	P	PPLL	XK	Europe/Belgrade
788380	Magare	4244778	2071889	P	PPL	XK	Europe/Belgrade
788389	Maciteve	4230389	20945	P	PPL	XK	Europe/Belgrade
788399	Luznica	4245306	2089472	P	PPL	XK	Europe/Belgrade
788401	Lluzhan	4282194	2116861	P	PPL	XK	Europe/Belgrade
788407	Lumbardhi	4264917	2016389	T	RDGE	XK	Europe/Belgrade
788410	Lukovo Polje	4187114	2067899	T	PLN	XK	Europe/Skopje
788431	Lukare	4270756	2121176	P	PPL	XK	Europe/Belgrade
788436	Lluga	42.75	2046139	P	PPLL	XK	Europe/Belgrade
788438	Maja e Podit	4223944	20525	T	MT	XK	Europe/Belgrade
788441	Llugagji	4248861	2117306	P	PPL	XK	Europe/Belgrade
788443	Lug	4255722	210525	P	PPL	XK	Europe/Belgrade
788447	Lucka Reka	429775	2068333	P	PPL	XK	Europe/Belgrade
