1282596	Wobkent Rayoni	40	3	A	ADM3	UZ	Europe/Zaporozhye
781037	Thor Iversen Bank	7283333	36	U	BNKU		Europe/Helsinki
781039	Skolpen Bank	70.75	37	U	BNKU		Europe/Helsinki
781041	Persey Rise	77.75	36	U	RISU		Europe/Helsinki
781043	Nordkapprenna	7133333	28	U	BSNU		Europe/Oslo
781045	Murmansk Rise	75	37	U	RISU		Europe/Helsinki
781046	Marmara Trough	4083333	1	U	TRGU		Europe/Skopje
781049	Ingoydjupet	7141667	23	U	BSNU		Europe/Oslo
781056	Barents Plain	83	35	U	PLNU		Europe/Helsinki
793698	Sole Bank	7121417	3163083	U	BNKU		Europe/Oslo
793700	Real Bank	7100444	2033194	U	BNKU		Europe/Oslo
794771	Bosporus Canyon	2	2938333	U	CNYU		Europe/Skopje
794772	Caucasus Escarpment	4391667	2	U	ESCU		Europe/Simferopol
794773	Chorokh Canyon	4183333	2	U	CNYU		Europe/Simferopol
794774	Crimea Escarpment	2	3383333	U	ESCU		Europe/Belgrade
794775	Danube Cone	4356667	1	U	FANU		Europe/Skopje
794776	East Black Sea Escarpment	2	39	U	ESCU		Europe/Simferopol
794777	Gudaut'a Bank	43	4053333	U	BNKU		Europe/Simferopol
794778	Enguri Canyon	4226667	4118333	U	CNYU		Europe/Simferopol
794779	Kizilirmak Canyon	2	3573333	U	CNYU		Europe/Simferopol
794780	Kodori Canyon	4263333	4083333	U	CNYU		Europe/Simferopol
794781	Kumani Canyon	2	3713333	U	CNYU		Europe/Simferopol
794782	Manganari Canyon	4333333	1	U	CNYU		Europe/Skopje
794783	Sakarya Canyon	4133333	3066667	U	CNYU		Europe/Skopje
794784	Samothraki Plateau	40.75	1	U	PLTU		Europe/Skopje
794785	Samsun Ridge	42	3666667	U	RDGU		Europe/Simferopol
794786	West Black Sea Escarpment	42	3283333	U	ESCU		Europe/Skopje
2267430	Iberian Peninsula	40	-5	T	PEN		Europe/Lisbon
2363253	Skerki Channel	3758333	0	H	CHNM		Europe/Lisbon
2363256	Strait of Gibraltar	35.95	-5.6	H	STRT		Europe/Madrid
2363257	Balearic Sea	40	2	H	SEA		Europe/Madrid
2463713	Ionian Sea	39	19	H	SEA		Europe/Tirane
2522512	Yusuf Ridge	3596667	-2	U	RDGU		Europe/Madrid
2522513	Xauen Bank	3538333	-4.3	U	BNKU		Europe/Madrid
2522514	Vittorio Emmanuel Seamount	3988333	0	U	SMU		Europe/Rome
2522515	Ville de Djibouti Bank	3611667	-351667	U	BNKU		Europe/Madrid
2522516	Vavilov Seamount	3986667	1	U	SMU		Europe/Rome
2522517	Ustica Trough	3836667	1266667	U	TRGU		Europe/Rome
2522518	Ustica Ridge	3863333	1241667	U	RDGU		Europe/Rome
2522519	Ustica Escarpment	3848333	1161667	U	ESCU		Europe/Lisbon
2522521	Tyrrhenian Plain	40	1	U	PLNU		Europe/Rome
2522522	Tyrrhenian Basin	40	13	U	BSNU		Europe/Rome
2522524	Tofino Bank	3546667	-393333	U	BNKU		Europe/Madrid
2522526	Terrible Bank	3716667	1283333	U	BNKU		Europe/Malta
2522530	Sylvia Knoll	3791667	1103333	U	RFU		Europe/Lisbon
2522532	Strabo Seamount	3948333	1483333	U	SMU		Europe/Rome
2522533	South Alboran Basin	1	-308333	U	BSNU		Europe/Madrid
2522534	Skerki Bank	37.75	1083333	U	BNKU		Europe/Lisbon
2522537	Sirte Plain	3416667	1936667	U	PLNU		Europe/Malta
2522538	Sicily Terrace	2	17	U	TERU		Europe/Malta
2522539	Sicilia Plain	36	18	U	PLNU		Europe/Malta
2522540	Sicilia Basin	2	1	U	BSNU		Europe/Malta
2522541	Setubal Canyon	2	-9.25	U	CNYU		Europe/Andorra
2522542	Banc de la Sentinelle	38	0	U	BNKU		Europe/Lisbon
2522545	Sefsaf Canyon	3681667	0	U	CNYU		Europe/Gibraltar
2522546	Sebaou Canyon	3708333	371667	U	CNYU		Europe/Gibraltar
2522547	Scuso Bank	2	1	U	KNLU		Europe/Rome
2522548	Sardinia Terrace	2	1016667	U	TERU		Europe/Lisbon
2522550	San Vito Ridge	3836667	1288333	U	RDGU		Europe/Rome
2522551	Sant'Eufemia Terrace	3958333	1566667	U	TERU		Europe/Tirane
2522555	Rharb Valley	34.75	-8	U	VALU		Europe/Andorra
2522556	Prunes Seamount	3808333	0	U	KNLU		Europe/Madrid
2522557	Provencaux Bank	1	-2.45	U	BNKU		Europe/Gibraltar
2522558	Poseidone Seamount	3966667	1383333	U	SMU		Europe/Rome
2522559	Policastro Terrace	3986667	1	U	TERU		Europe/Tirane
2522560	Pliny Seamount	2	1438333	U	SMU		Europe/Rome
2522561	Pitiusas Canyon	2	161667	U	CNYU		Europe/Madrid
2522562	Pinne Marine Patch	2	1313333	U	BNKU		Europe/Malta
2522564	Patti Canyon	3881667	1	U	CNYU		Europe/Rome
2522565	Patella Bank	2	1336667	U	BNKU		Europe/Malta
2522568	Palomares Canyon	3706667	-148333	U	CNYU		Europe/Madrid
2522569	Palermo Basin	3833333	1358333	U	BSNU		Europe/Rome
2522570	Orosei Terrace	40	11	U	TERU		Europe/Rome
2522571	Cornaglia Seamount	2	1066667	U	SMU		Europe/Rome
2522574	Nil Canyon	2	596667	U	CNYU		Europe/Gibraltar
2522576	Nerita Patch	3706667	1283333	U	BNKU		Europe/Malta
2522579	Medina Bank	3483333	1516667	U	BNKU		Europe/Malta
2522580	Mazarron Escarpment	3743333	-0.95	U	ESCU		Europe/Madrid
2522582	Malta Trough	3643333	1	U	TRGU		Europe/Malta
2522583	Malta Rise	35.75	15	U	RISU		Europe/Malta
2522584	Malta Ridge	35	1	U	RDGU		Europe/Malta
2522585	Sicily-Malta Escarpment	2	1558333	U	ESCU		Europe/Malta
2522586	Maimonide Ridge	3653333	-178333	U	RDGU		Europe/Madrid
2522588	Magnaghi Seamount	3991667	1	U	SMU		Europe/Rome
2522591	Lipari Terrace	3841667	1	U	TERU		Europe/Rome
2522592	Lipari Ridge	2	1491667	U	RDGU		Europe/Rome
2522594	Linosa Trough	3583333	1316667	U	TRGU		Europe/Malta
2522596	Khayr al-Din Bank	36.85	193333	U	RDGU		Europe/Gibraltar
2522597	Khadra Canyon	3643333	0.48333	U	CNYU		Europe/Gibraltar
2522598	Keith Reef	3781667	1093333	U	RFU		Europe/Lisbon
2522602	Issel Seamount	39.75	1366667	U	SMU		Europe/Rome
2522608	Herodotus Seamount	3358333	1993333	U	SMU		Europe/Malta
2522609	Hecate Patch	3776667	1083333	U	RFU		Europe/Lisbon
2522610	Habibas Escarpment	3616667	-133333	U	ESCU		Europe/Gibraltar
2522615	Guelta Canyon	2	0.73333	U	CNYU		Europe/Gibraltar
2522617	Graham Shoal	3716667	1271667	U	SHLU		Europe/Malta
2522619	Gibraltar Valley	3591667	-481667	U	VALU		Europe/Madrid
2522620	Gibraltar Canyon	2	-5.4	U	CNYU		Europe/Madrid
2522622	Gata Canyon	3666667	-168333	U	CNYU		Europe/Madrid
2522623	Garibaldi Seamount	3913333	1	U	SMU		Europe/Rome
2522624	Formentera Valley	2	0	U	VALU		Europe/Madrid
2522625	Flavio Gioia Seamount	40	1308333	U	SMU		Europe/Rome
2522626	Emile Baudot Escarpment	39	3	U	ESCU		Europe/Madrid
2522627	El Mansour Seamount	2	-193333	U	KNLU		Europe/Madrid
2522630	Djibouti Bank	3616667	-371667	U	BNKU		Europe/Madrid
2522632	Dahra Valley	2	2	U	VALU		Europe/Gibraltar
2522638	Chella Bank	3651667	-2.85	U	BNKU		Europe/Madrid
2522639	Charles Quint	3493333	1186667	U	RFU		Europe/Malta
2522641	Ceuta Canyon	3591667	-5.3	U	CNYU		Europe/Madrid
2522642	Castellammare Canyon	3878333	1361667	U	CNYU		Europe/Rome
2522644	Cartagena Canyon	3768333	0.08333	U	CNYU		Europe/Madrid
2522645	Carbonara Ridge	3878333	958333	U	RDGU		Europe/Lisbon
2522649	Cagliari Trough	3881667	0	U	TRGU		Europe/Lisbon
2522650	Cagliari Canyon	3891667	0	U	CNYU		Europe/Lisbon
2522651	Cabliers Bank	1	-2.3	U	BNKU		Europe/Gibraltar
2522652	Bizerte Canyon	3838333	10	U	CNYU		Europe/Lisbon
2522653	Benidorm Canyon	3821667	0.48333	U	CNYU		Europe/Madrid
2522654	Sardino-Balearic Plain	39	633333	U	PLNU		Europe/Lisbon
2522657	Avenzoar Bank	3648333	-241667	U	BNKU		Europe/Madrid
2522661	Almeria Canyon	2	-2.5	U	CNYU		Europe/Madrid
2522662	Alidade Bank	35.75	-1.5	U	BNKU		Europe/Gibraltar
2522663	Alicante Canyon	3798333	0	U	CNYU		Europe/Madrid
2522664	Algerian-Tyrrhenian Trough	2	941667	U	TRGU		Europe/Lisbon
2522665	Algerian Basin	2	0	U	BSNU		Europe/Madrid
2522666	Alga Bank	3703333	1348333	U	BNKU		Europe/Malta
2522667	Alboran Trough	3611667	-3	U	TRGU		Europe/Madrid
2522668	Alboran Ridge	3591667	-308333	U	RDGU		Europe/Madrid
2522669	Alboran Plain	3591667	-383333	U	PLNU		Europe/Madrid
2522670	Alboran Channel	36	-328333	U	SCNU		Europe/Madrid
2522671	Alboran Basin	36	-4	U	BSNU		Europe/Madrid
2522672	Aguilas Seamount	3726667	-0.71667	U	KNLU		Europe/Madrid
2522675	Abubacer Ridge	2	-1.65	U	RDGU		Europe/Madrid
2522836	Tyrrhenian Sea	40	12	H	SEA		Europe/Rome
2564961	Anchise Seamount	3868333	1281667	U	SMU		Europe/Rome
2564962	Apulian Plateau	2	1916667	U	PLTU		Europe/Tirane
2564963	Drepano Seamount	3861667	1223333	U	SMU		Europe/Rome
2564964	Enareta Seamount	3863333	14	U	SMU		Europe/Rome
2564965	Mallorca Channel	2	191667	U	GAPU		Europe/Madrid
2564966	Marsili Seamount	3928333	1	U	SMU		Europe/Rome
2564967	Oliva Bank	38.95	2	U	BNKU		Europe/Madrid
2564968	Otranto Valley	3941667	1	U	VALU		Europe/Tirane
2564969	Palinuro Seamount	3948333	1483333	U	SMU		Europe/Rome
2564970	Sisifo Seamount	3878333	1	U	SMU		Europe/Rome
2564971	Stromboli Canyon	3883333	1	U	CNYU		Europe/Rome
2564972	Taranto Valley	3958333	1766667	U	VALU		Europe/Tirane
2564973	Valencia Basin	2	0	U	BSNU		Europe/Madrid
2564975	Eolo Seamount	3858333	1411667	U	SMU		Europe/Rome
2565427	Calabrian Rise	37	17	U	RISU		Europe/Malta
2565428	Malta Plateau	36	15	U	PLTU		Europe/Malta
2566181	Alger Canyons	2	346667	U	CNSU		Europe/Gibraltar
2566182	Annaba Canyons	3711667	766667	U	CNSU		Europe/Lisbon
2566183	Bejaia Canyons	3691667	536667	U	CNSU		Europe/Gibraltar
2566184	Carbonara Valley	2	928333	U	VALU		Europe/Lisbon
2566185	Toro Canyon	2	821667	U	CNYU		Europe/Lisbon
2566186	El Kebir Canyon	3703333	613333	U	CNYU		Europe/Gibraltar
2566187	Estafette Bank	3763333	968333	U	BNKU		Europe/Lisbon
2566188	Galite Channel	3736667	0	U	SCNU		Europe/Lisbon
2566189	Galite Plateau	3751667	9	U	PLTU		Europe/Lisbon
2566190	Le Sec Bank	3718333	848333	U	BNKU		Europe/Lisbon
2566191	Les Sorelles Reefs	2	861667	U	RFSU		Europe/Lisbon
2566192	Skerki Channel	2	1043333	U	SCNU		Europe/Lisbon
2566193	Skikda Canyons	3713333	678333	U	CNSU		Europe/Gibraltar
2566194	Spartivento Canyons	2	893333	U	CNSU		Europe/Lisbon
2566195	Sulcis Escarpment	2	0	U	ESCU		Europe/Lisbon
2566197	Teulada Canyon	2	863333	U	CNYU		Europe/Lisbon
2570821	Victor Hensen Hills	3578333	1848333	U	HLSU		Europe/Malta
2572239	Aceste Seamount	3841667	1153333	U	SMU		Europe/Lisbon
2572240	Alfeo Seamount	3671667	1	U	SMU		Europe/Malta
2572241	Alfil Bank	3588333	1236667	U	BNKU		Europe/Malta
2572242	Archimedes Seamount	3436667	1798333	U	SMU		Europe/Malta
2572244	Bouri Bank	3538333	1343333	U	BNKU		Europe/Malta
2572245	Cefalu Basin	3828333	1413333	U	BSNU		Europe/Rome
2572246	Egadi Valley	3783333	1133333	U	VALU		Europe/Lisbon
2572249	Epicharmos Seamount	3428333	1658333	U	SMU		Europe/Malta
2572250	Fonkal Bank	3548333	1296667	U	BNKU		Europe/Malta
2572251	Gela Basin	3671667	1391667	U	BSNU		Europe/Malta
2572253	Heron Valley	3503333	1	U	VALU		Europe/Malta
2572254	Ionian Gap	1	1913333	U	GAPU		Europe/Malta
2572255	Madrepore Bank	3671667	1348333	U	BNKU		Europe/Malta
2572256	Medina Escarpment	3433333	1583333	U	ESCU		Europe/Malta
2572257	Melita Valley	3378333	1566667	U	VALU		Europe/Malta
2572258	Messina Canyon	2	1	U	CNYU		Europe/Malta
2572260	San Vito Canyon	3831667	1296667	U	CNYU		Europe/Rome
2572261	Sirte Rise	3316667	18	U	RISU		Europe/Malta
2572262	Tripolitanian Valley	33.75	1	U	VALU		Europe/Malta
2572263	Tunisian Plateau	3508333	12	U	PLTU		Europe/Malta
2580096	Arbatax Canyon	39.95	988333	U	CNYU		Europe/Rome
2580097	Il Catalano Canyon	3991667	0	U	CNYU		Europe/Lisbon
2580098	Jaime Seamount	3893333	403333	U	KNLU		Europe/Madrid
2580099	Jama Valley	3928333	4	U	VALU		Europe/Madrid
2580100	Kene Plateau	3891667	416667	U	PLTU		Europe/Madrid
2580101	Oristano Canyon	3973333	8	U	CNYU		Europe/Lisbon
2580102	Quirra Mountains	2	0	U	RDGU		Europe/Lisbon
2580103	San Antioco Canyon	3866667	808333	U	CNYU		Europe/Lisbon
2580212	San Lorenzo Canyon	2	978333	U	CNYU		Europe/Lisbon
2593739	Faro Canyon	3633333	-8	U	CNYU		Europe/Andorra
2593746	Lagos Canyon	3653333	-908333	U	CNYU		Europe/Andorra
2593748	Portimao Canyon	3691667	-8.5	U	CNYU		Europe/Andorra
2596454	Eolie Ridge	3863333	14	U	RDGU		Europe/Rome
2596455	Melita Bank	3433333	1	U	BNKU		Europe/Malta
2596456	Misratah Valley	3353333	1511667	U	VALU		Europe/Malta
2614165	Scandinavia	63	12	L	RGN		Europe/Copenhagen
2618924	Kiel Bay	5458333	1058333	H	BAY		Europe/Copenhagen
2633321	Baltic Sea	56	18	H	SEA		Europe/Stockholm
2661786	Alps	4641667	10	T	MTS		Europe/Zurich
2717087	Dybe Rende	57.75	1133333	U	BSNU		Europe/Stockholm
2818694	Untersee	4769299	902321	H	LKX		Europe/Berlin
2960845	Skagerrak	57.75	9	H	STRT		Europe/Oslo
2960849	Gulf of Lion	43	4	H	GULF		Europe/Monaco
2960850	Kattegat	57	11	H	STRT		Europe/Oslo
2960861	Aland Sea	60	1	H	SEA		Europe/Stockholm
3012052	Jura	4716667	7	T	MTS		Europe/Paris
3041854	Vesledjupet	7118333	-8.7	U	BSNU		Europe/Oslo
3041881	Sordjupet	7041667	-9	U	BSNU		Europe/Oslo
3041894	Sarsbanken	7086667	-758333	U	RDGU		Europe/Oslo
3041896	Salen	7051667	-941667	U	SPRU		Europe/Oslo
3041900	Rorenryggen	7113333	-8.6	U	RDGU		Europe/Oslo
3041932	Lundquistflaket	7103333	-9	U	BNKU		Europe/Oslo
3041936	Leina	7083333	-8.5	U	BNKU		Europe/Oslo
3041939	Langbakken	7118333	-903333	U	SLPU		Europe/Oslo
3041962	Jan Mayenbanken	3	-8.5	U	BNKU		Europe/Oslo
3041965	Jamnryggen	7092833	-944917	U	RDGU		Europe/Oslo
3042006	Devolddjupet	7076667	-766667	U	BSNU		Europe/Oslo
3042014	Breiddjupet	7056667	-778333	U	BSNU		Europe/Oslo
3088387	Pomeranian Bay	54	1	H	BAY		Europe/Copenhagen
3088388	Pomerania	5366667	15	L	RGN		Europe/Warsaw
3099433	Gulf of Gdansk	5466667	1	H	GULF		Europe/Warsaw
3112616	Pyrenees	4266667	1	T	MTS		Europe/Madrid
3125609	Catalunya	42	2	L	RGN		Europe/Andorra
3163624	Vestfjord Valley	6766667	1	U	VALU		Europe/Oslo
3163627	Verde Canyon	4378333	0	U	CNYU		Europe/Monaco
3163628	Valencia Trough	4016667	2	U	TRGU		Europe/Madrid
3163629	Corsica Trough	4216667	983333	U	TRGU		Europe/San_Marino
3163630	Tromsoflaket	3	1	U	BNKU		Europe/Oslo
3163632	Trana Bank	3	0	U	BNKU		Europe/Oslo
3163634	Torreblanca Canyon	4021667	0	U	CNYU		Europe/Madrid
3163644	Sklinna Bank	3	0	U	BNKU		Europe/Oslo
3163650	Sardinia Seamount	4006667	1013333	U	SMU		Europe/Rome
3163651	Sardinia-Corsica Trough	4116667	0	U	TRGU		Europe/Rome
3163653	Santa Lucia Bank	2	948333	U	BNKU		Europe/Monaco
3163655	Salerno Basin	2	1	U	BSNU		Europe/Rome
3163658	Rost Bank	68	0	U	BNKU		Europe/Oslo
3163660	Roia Canyon	43.75	0	U	CNYU		Europe/Monaco
3163665	Rhone Fan	41	5	U	FANU		Europe/Madrid
3163672	Ponza-Salerno Terrace	4058333	1383333	U	TERU		Europe/Rome
3163674	Canyo de Marta	4031667	133333	U	CNYU		Europe/Madrid
3163680	Orosei Canyon	2	0	U	CNYU		Europe/Rome
3163681	Canyo d'Orpesa	4016667	131667	U	CNYU		Europe/Madrid
3163682	Olbia Terrace	4108333	1033333	U	TERU		Europe/Rome
3163696	Montecristo Trough	4166667	1028333	U	TRGU		Europe/Rome
3163701	Marseille Canyon	43	506667	U	CNYU		Europe/Monaco
3163702	Marchi Seamount	2	1	U	SMU		Europe/Rome
3163707	Llobregat Canyon	4126667	218333	U	CNYU		Europe/Andorra
3163711	Ligurian Canyon	43.75	858333	U	CNYU		Europe/Monaco
3163715	La Spezia Terrace	4358333	0	U	TERU		Europe/San_Marino
3163723	Lacaze-Duthiers Canyon	4246667	346667	U	CNYU		Europe/Andorra
3163732	Jadul Ridge	4166667	0	U	RDGU		Europe/Rome
3163748	Halten Bank	64.75	0	U	BNKU		Europe/Oslo
3163749	Hadrian Seamount	4043333	0	U	SMU		Europe/Rome
3163758	Giglio Ridge	41.75	0	U	RDGU		Europe/Rome
3163759	Giglio Basin	4178333	0	U	BSNU		Europe/Rome
3163761	Gdansk Basin	55	1	U	BSNU		Europe/Warsaw
3163764	Fugloy Bank	7041667	1	U	BNKU		Europe/Oslo
3163768	Canyo de la Fonera	4186667	0	U	CNYU		Europe/Andorra
3163774	Farfalla Seamount	4041667	1	U	SMU		Europe/Rome
3163778	Ebro Fan	4066667	0	U	FANU		Europe/Madrid
3163784	Corsica Terrace	4166667	983333	U	TERU		Europe/Rome
3163785	Comino Trough	4066667	1016667	U	TRGU		Europe/Rome
3163786	Baronie Mountains	2	1023333	U	RDGU		Europe/Rome
3163787	Circeo Terrace	4108333	1	U	TERU		Europe/Rome
3163793	Caesar Seamount	4021667	1	U	SMU		Europe/Rome
3163794	Canyo del Cap de Creus	2	348333	U	CNYU		Europe/Andorra
3163806	Benicasim Canyon	4013333	141667	U	CNYU		Europe/Madrid
3163807	Canyo de Peniscola	2	136667	U	CNYU		Europe/Madrid
3163823	Alcala de Chivert Canyon	4023333	141667	U	CNYU		Europe/Madrid
3163825	Adriatic Plain	4183333	1791667	U	PLNU		Europe/Tirane
3163826	Adriatic Basin	42	1	U	BSNU		Europe/Sarajevo
3164595	Gulf of Venice	2	13	H	GULF		Europe/Ljubljana
3174724	Ligurian Sea	2	9	H	SEA		Europe/Monaco
3181885	Strait of Bonifacio	2	0	H	STRT		Europe/Rome
3183462	Adriatic Sea	43	16	H	SEA		Europe/Sarajevo
3205287	Cassini Seamount	4078333	1173333	U	SMU		Europe/Rome
3205288	Civitavecchia Valley	4116667	1186667	U	VALU		Europe/Rome
3205289	Escarpament de l'Ebre	4016667	121667	U	ESCU		Europe/Madrid
3205290	Mid-Adriatic Basin	4316667	1516667	U	BSNU		Europe/Zagreb
3205291	Salerno Valley	4043333	1411667	U	VALU		Europe/Rome
3205292	Secchi Seamount	2	0	U	SMU		Europe/Rome
3205293	South Adriatic Basin	4183333	1783333	U	BSNU		Europe/Sarajevo
3205294	Tortosa Canyon	4081667	158333	U	CNYU		Europe/Andorra
3205295	Tarragona Canyon	4083333	2	U	CNYU		Europe/Madrid
3205296	Napoli Canyon	4058333	1411667	U	CNYU		Europe/Rome
3205307	Teisten Bank	7091861	1842806	U	BNKU		Europe/Oslo
3233171	Ajaccio Canyon	4181667	861667	U	CNYU		Europe/Monaco
3233172	Alabe Hill	4016667	733333	U	HLLU		Europe/Lisbon
3233173	Barcelona Canyon	4123333	253333	U	CNYU		Europe/Madrid
3233174	Blanes Canyon	4148333	0	U	CNYU		Europe/Madrid
3233175	Bourcart Canyon	4258333	0	U	CNYU		Europe/Andorra
3233176	Calvi Canyon	42.65	0	U	CNYU		Europe/Monaco
3233177	Calypso Hills	2	678333	U	HLSU		Europe/Monaco
3233179	Caprera Canyon	4141667	996667	U	CNYU		Europe/Rome
3233180	Cassis Canyon	43	541667	U	CNYU		Europe/Monaco
3233181	Castelsardo Canyon	2	846667	U	CNYU		Europe/Monaco
3233182	Cialdi Seamount	4183333	1058333	U	SMU		Europe/Rome
3233183	Cresques Seamount	4043333	268333	U	KNLU		Europe/Madrid
3233184	Des Moines Canyon	4151667	868333	U	CNYU		Europe/Monaco
3233185	Felibres Hills	4158333	633333	U	HLSU		Europe/Monaco
3233186	Galeria Canyon	4248333	0	U	CNYU		Europe/Monaco
3233187	Genova Canyons	44	876667	U	CNSU		Europe/Monaco
3233188	Gonone Canyon	2	988333	U	CNYU		Europe/Rome
3233189	Grand Rhone Canyon	4276667	5	U	CNYU		Europe/Monaco
3233190	Ile Rousse Canyon	2	891667	U	CNYU		Europe/Monaco
3233191	La Renaixenca Hills	4161667	548333	U	HLSU		Europe/Monaco
3233192	Magonis Valley	4041667	4	U	VALU		Europe/Madrid
3233193	Marti Canyon	4266667	4	U	CNYU		Europe/Monaco
3233194	Mataro Canyon	4131667	0	U	CNYU		Europe/Madrid
3233195	Maures Escarpment	4283333	6	U	ESCU		Europe/Monaco
3233196	Montpellier Canyon	4276667	443333	U	CNYU		Europe/Monaco
3233197	Nurra Escarpment	4083333	791667	U	ESCU		Europe/Monaco
3233198	Palamos Canyon	4161667	0	U	CNYU		Europe/Madrid
3233199	Petit Rhone Canyon	4283333	466667	U	CNYU		Europe/Monaco
3233200	Porto Canyon	4226667	843333	U	CNYU		Europe/Monaco
3233201	Posada Canyon	4073333	0	U	CNYU		Europe/Rome
3233203	Ramon Llull Valley	40.95	4	U	VALU		Europe/Madrid
3233204	Sagone Canyon	42	0	U	CNYU		Europe/Monaco
3233205	Saint-Tropez Canyon	4328333	0	U	CNYU		Europe/Monaco
3233206	San Feliu Valley	2	331667	U	VALU		Europe/Madrid
3233207	Sete Canyon	2	421667	U	CNYU		Europe/Monaco
3233208	Spinola Spur	4338333	871667	U	SPRU		Europe/Monaco
3233209	Stoechades Canyon	4311667	666667	U	CNYU		Europe/Monaco
3233210	Taggia Canyon	43.75	0	U	CNYU		Europe/Monaco
3233211	Valinco Canyon	41.65	0	U	CNYU		Europe/Monaco
3233213	Vercelli Seamount	4111667	0	U	SMU		Europe/Rome
3247406	Sylt Aussen Grund	5486667	0	U	BNKU		Europe/Dublin
3247407	Amrum Grund	5466667	0	U	BNKU		Europe/Dublin
3247412	Ringkobing Grund	5608333	753333	U	BNKU		Europe/Copenhagen
3247413	Bovbjerg Grund	2	758333	U	BNKU		Europe/Oslo
3247416	Holmen Grund	5703333	766667	U	SHLU		Europe/Oslo
3344954	Brutus Hill	4113333	408333	U	HLLU		Europe/Madrid
3344955	Spartacus Hill	4086667	0	U	HLLU		Europe/Madrid
6255148	Europe	4869096	914062	L	CONT		Europe/Vaduz
6269138	Golf de Roses	4219037	315788	H	GULF		Europe/Andorra
6269456	Harbour Wall	3796461	-0.68744	S	PIER		Europe/Madrid
6269553	Sv. Petar (unknown beach name)	4444671	1455894	T	BCH		Europe/Zagreb
6295673	Phare de Chassiron	4604655	-141011	S	LTHSE		Europe/Paris
6324414	Cap Marcer	4241604	317076	T	CAPE		Europe/Madrid
6324422	Cala Fredosa	4231565	331942	H	COVE		Europe/Madrid
6324444	Oresund Bridge	5557532	1282645	S	BDG		Europe/Stockholm
6324473	Handsvika	7062885	2783146	H	COVE		Europe/Oslo
6324515	The Rumps	5059261	-492016	S	HSTS		Europe/London
6324761	Humber Bridge	5370728	-0.44992	S	BDG		Europe/London
6324769	Skupstina Srbije	4481157	2046601	S	BLDG		Europe/Belgrade
6324770	Belgrade Main railway station	4480844	2045564	S	RSTN		Europe/Belgrade
6324771	Terazije	4481334	2046086	L	AREA		Europe/Belgrade
6324772	Trg Republike	4481616	2046046	L	LCTY		Europe/Belgrade
6324774	Rakina Bara	446808	2039299	H	LK		Europe/Belgrade
6324775	Vuk Karadzic	4467689	2039462	S	SCH		Europe/Belgrade
6324776	FK Sremcica	4468205	2038239	S	STDM		Europe/Belgrade
6543951	Brighton Pier	5081499	-0.13707	S	PIER		Europe/London
6544200	Boscombe Cliff Gardens	5072093	-183676	L	PRK		Europe/London
6544935	Ardintoul Point	5725923	-559685	T	PT		Europe/London
6544936	Ardintoul	5725666	-559472	S	FRM		Europe/London
6544937	Ardintoul Bay	5725756	-559032	H	BAY		Europe/London
6619952	Eurotunnel	5101246	150487	R	TNLRR		Europe/Paris
6619976	Dawlish Warren Visitor Centre	5060131	-343832	S	PRKHQ		Europe/London
6619980	Hartland Quay	5099494	-453385	H	HBR		Europe/London
6621019	La Palascia	4010741	1851971	S	LTHSE		Europe/Rome
6621074	Scoglio dei Piccioni	400516	1797052	T	RK		Europe/Rome
6640357	Kiel Bay	5458333	1058333	H	BAY		Europe/Copenhagen
6640427	Nazare Canyon	2	-933333	U	CNYU		Europe/Lisbon
6692168	Benelux (Belgie, Nederland, Luxemburg)	5107592	507568	A	ZN		Europe/Brussels
6695072	European Union	5083857	437599	A	ZN		Europe/Brussels
6696280	Ribnik Banjani	4210507	2139815	S	FRM		Europe/Skopje
6697652	Cima di Vermeil	4420549	71669	T	PK		Europe/Paris
6697684	Monte Bisbino	4587393	906607	T	PK		Europe/Rome
6697743	Cima di Medeglia	4613051	894392	T	HLL		Europe/Zurich
6697987	Manastir Provina glava	4513666	1929865	S	MSTY		Europe/Belgrade
6698098	Velicke pleso	4915768	2015596	H	LK		Europe/Bratislava
6698099	Batizovske pleso	4915223	2012985	H	LK		Europe/Bratislava
6698104	Vysne Temnosmrecinske pleso	4918876	2003782	H	LK		Europe/Bratislava
6698105	Nizne Temnosmrecinske pleso	4919249	2002964	H	LK		Europe/Bratislava
6698106	Capie pleso	4916805	2003629	H	LK		Europe/Bratislava
6698107	Vysne Wahlenbergovo pleso	4916415	2002591	H	LK		Europe/Bratislava
6698108	Nizne Terianske pleso	4916981	2001287	H	LK		Europe/Bratislava
6698110	Tazke pleso	4918695	2010646	H	LK		Europe/Bratislava
6698111	Litvorove pleso	4917719	2012938	H	LK		Europe/Bratislava
6698118	Vysne Bielovodske Zabie pleso	4919365	2009292	H	LK		Europe/Bratislava
6698119	Nizne Bielovodske Zabie pleso	4919926	2009365	H	LK		Europe/Bratislava
6698126	Kolove pleso	4922036	2019128	H	LK		Europe/Bratislava
6698190	Gaerstenhoerner	4659792	836125	T	MT		Europe/Zurich
6930037	Le Bois de Ronsart	5035001	37599	V	FRST		Europe/Brussels
6945311	Klejowa	4939941	2043174	T	PK		Europe/Bratislava
6945313	Klastorna hora	4940092	2042187	T	PK		Europe/Bratislava
7116005	Statia de benzina PETROM Sannicolau Mare	4608182	2061988	S	DPOF		Europe/Bucharest
7116452	Queen Beatrix Medical Center	1748243	-6298212	S	HSP		Europe/Amsterdam
